envo_curie	envo_label	anchor_roots
ENVO:01001317	estuarine tidal riverine coastal surface layer	astronomical body part
ENVO:01001318	estuarine tidal riverine coastal upper water column	astronomical body part
ENVO:01001319	saline water body	astronomical body part
ENVO:01001320	fresh water body	astronomical body part
ENVO:01001321	brackish water body	astronomical body part
ENVO:01001322	estuarine open water lower water column	astronomical body part
ENVO:01001323	estuarine open water pycnocline	astronomical body part
ENVO:01001324	estuarine tidal riverine coastal pycnocline	astronomical body part
ENVO:01001325	estuarine tidal riverine coastal lower water column	astronomical body part
ENVO:01001326	estuarine tidal riverine open water surface layer	astronomical body part
ENVO:01001327	estuarine tidal riverine open water upper water column	astronomical body part
ENVO:01001328	estuarine tidal riverine open water pycnocline	astronomical body part
ENVO:01001329	estuarine tidal riverine open water lower water column	astronomical body part
ENVO:01001335	anchor ice	astronomical body part
ENVO:01001336	marine tidal flow	astronomical body part
ENVO:01001337	riverine anchor ice	astronomical body part
ENVO:01001338	diurnal marine tidal flow zone	astronomical body part
ENVO:01001340	semi-diurnal marine tidal flow zone	astronomical body part
ENVO:01001341	marine tidal flow zone	astronomical body part
ENVO:01001344	freshwater seep riverine anchor ice	astronomical body part
ENVO:01001345	floating ice mass	astronomical body part
ENVO:01001347	glacial equlibrium line	environmental zone
ENVO:01001348	material accumulation zone	environmental zone
ENVO:01001349	material decumulation zone	environmental zone
ENVO:01001350	ice accumulation zone	environmental zone
ENVO:01001351	ice decumulation zone	environmental zone
ENVO:01001352	glacial ice accumulation zone	environmental zone
ENVO:01001353	environmental zone of processual equilibrium	environmental zone
ENVO:01001355	crater zone	environmental zone
ENVO:01001356	volcanic crater zone	environmental zone
ENVO:01001357	desert	astronomical body part
ENVO:01001360	Paramo	astronomical body part|terrestrial ecosystem
ENVO:01001370	tundra ecosystem	astronomical body part|terrestrial ecosystem
ENVO:01001371	alpine tundra ecosystem	astronomical body part|terrestrial ecosystem
ENVO:01001376	marine faunal bed	astronomical body part
ENVO:01001378	marine bed	astronomical body part
ENVO:01001379	mussel bed	astronomical body part
ENVO:01001380	neritic mussel reef	astronomical body part
ENVO:01001381	oceanic mussel reef	astronomical body part
ENVO:01001382	area of attached mussel assemblages	astronomical body part
ENVO:01001383	area of attached Modiolus assemblages	astronomical body part
ENVO:01001385	Bathymodiolus-dominated oceanic mussel reef	astronomical body part
ENVO:01001386	mussel reef	astronomical body part
ENVO:01001388	oceanic mussel bed	astronomical body part
ENVO:01001389	neritic mussel bed	astronomical body part
ENVO:01001390	Bathymodiolus-dominated oceanic mussel bed	astronomical body part
ENVO:01001406	laboratory facility	astronomical body part
ENVO:01001407	cirrocumulus cloud	astronomical body part
ENVO:01001408	cirrostratus cloud	astronomical body part
ENVO:01001418	cirrus fibratus cloud	astronomical body part
ENVO:01001421	cirrus uncinus cloud	astronomical body part
ENVO:01001422	cirrus spissatus cloud	astronomical body part
ENVO:01001423	cirrostratus fibratus cloud	astronomical body part
ENVO:01001425	cirrus castellanus cloud	astronomical body part
ENVO:01001426	cirrocumulus castellanus cloud	astronomical body part
ENVO:01001452	Calyptra habitat	astronomical body part
ENVO:01001453	terrestrial mountain	astronomical body part
ENVO:01001454	polar mountain	astronomical body part
ENVO:01001455	temperate mountain	astronomical body part
ENVO:01001456	tropical mountain	astronomical body part
ENVO:01001457	cloud forest	astronomical body part|terrestrial ecosystem
ENVO:01001459	high-elevation mountain	astronomical body part
ENVO:01001460	mid-elevation mountain	astronomical body part
ENVO:01001461	UNEP-WCMC class 1 mountain	astronomical body part
ENVO:01001462	UNEP-WCMC class 2 mountain	astronomical body part
ENVO:01001463	UNEP-WCMC class 3 mountain	astronomical body part
ENVO:01001464	UNEP-WCMC class 4 mountain	astronomical body part
ENVO:01001465	UNEP-WCMC class 5 mountain	astronomical body part
ENVO:01001466	UNEP-WCMC class 6 mountain	astronomical body part
ENVO:01001467	UNEP-WCMC class 7 mountain	astronomical body part
ENVO:01001468	intertidal ecosystem	astronomical body part|wetland ecosystem
ENVO:01001476	body of liquid	astronomical body part
ENVO:01001477	liquid astronomical body part	astronomical body part
ENVO:01001478	gaseous astronomical body part	astronomical body part
ENVO:01001479	fluid astronomical body part	astronomical body part
ENVO:01001480	domestic building	astronomical body part
ENVO:01001481	public prison	astronomical body part
ENVO:01001482	tornado	astronomical body part
ENVO:01001483	surface of an astronomical body	astronomical body part
ENVO:01001484	fire whirl	astronomical body part
ENVO:01001485	multiple vortex tornado	astronomical body part
ENVO:01001486	landspout	astronomical body part
ENVO:01001487	waterspout	astronomical body part
ENVO:01001489	spur	astronomical body part
ENVO:01001490	intrusion	astronomical body part
ENVO:01001491	flattened elevation	astronomical body part
ENVO:01001506	ice calf	astronomical body part
ENVO:01001507	floating ice calf	astronomical body part
ENVO:01001508	anchored ice calf	astronomical body part
ENVO:01001509	terrestrial ice calf	astronomical body part
ENVO:01001517	drift ice mass	astronomical body part
ENVO:01001518	drifting sea ice mass	astronomical body part
ENVO:01001519	area of pack ice	astronomical body part
ENVO:01001520	area of sea ice	astronomical body part
ENVO:01001521	area of drift ice	astronomical body part
ENVO:01001522	fast ice	astronomical body part
ENVO:01001524	frozen land	astronomical body part
ENVO:01001529	glacier snout	astronomical body part
ENVO:01001530	water ice core	astronomical body part
ENVO:01001531	sea ice field	astronomical body part
ENVO:01001532	glacier ice field	astronomical body part
ENVO:01001534	tabular iceberg	astronomical body part
ENVO:01001535	floeberg	astronomical body part
ENVO:01001536	sea ice mass	astronomical body part
ENVO:01001537	sea ice hummock	astronomical body part
ENVO:01001538	frost-formed hummock	astronomical body part
ENVO:01001543	water ice surface layer	astronomical body part
ENVO:01001546	iceberg	astronomical body part
ENVO:01001547	land ice mass	astronomical body part
ENVO:01001550	sea-ice lead	astronomical body part
ENVO:01001551	ice lead	astronomical body part
ENVO:01001552	flaw lead	astronomical body part
ENVO:01001553	shore lead	astronomical body part
ENVO:01001554	surface layer of a water body	astronomical body part
ENVO:01001555	frozen lead	astronomical body part
ENVO:01001556	pack ice mass	astronomical body part
ENVO:01001559	cryopeg	astronomical body part
ENVO:01001568	frost heave	astronomical body part
ENVO:01001570	terrestrial ecoregion	astronomical body part
ENVO:01001581	sea surface layer	astronomical body part
ENVO:01001582	forest floor	astronomical body part
ENVO:01001607	water current	astronomical body part
ENVO:01001609	cryospheric layer	astronomical body part
ENVO:01001610	active layer in a cryosphere	astronomical body part
ENVO:01001620	mass of ice and snow	astronomical body part
ENVO:01001625	polar tundra ecosystem	astronomical body part|terrestrial ecosystem
ENVO:01001629	polymetallic nodule ecosystem	astronomical body part
ENVO:01001645	gaseous part of an atmosphere	astronomical body part
ENVO:01001653	well-mixed estuary	astronomical body part
ENVO:01001665	soil cryoturbate	astronomical body part
ENVO:01001668	atmospheric frontal zone	astronomical body part
ENVO:01001671	open cage mariculture facility	astronomical body part
ENVO:01001676	marine cline	astronomical body part
ENVO:01001743	plume	astronomical body part
ENVO:01001773	thrust fault	astronomical body part
ENVO:01001775	blind thrust fault	astronomical body part
ENVO:01001776	subsurface zone of an astronomical body	astronomical body part|environmental zone
ENVO:01001780	desert ecosystem	astronomical body part
ENVO:01001781	part of a landmass	astronomical body part
ENVO:01001782	landmass	astronomical body part
ENVO:01001783	liquid surface of an astronomical body	astronomical body part
ENVO:01001784	compound astronomical body part	astronomical body part
ENVO:01001785	land	astronomical body part
ENVO:01001786	inland sea	astronomical body part
ENVO:01001787	aquatic ecosystem	astronomical body part
ENVO:01001788	marine ecosystem	astronomical body part
ENVO:01001789	freshwater ecosystem	astronomical body part
ENVO:01001790	terrestrial ecosystem	astronomical body part|terrestrial ecosystem
ENVO:01001791	mediterranean forest	astronomical body part|terrestrial ecosystem
ENVO:01001792	tropical broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001793	subtropical broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001794	temperate broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001796	temperate mixed forest	astronomical body part|terrestrial ecosystem
ENVO:01001797	tropical mixed forest	astronomical body part|terrestrial ecosystem
ENVO:01001799	tropical dry broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001800	tropical moist broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001801	subtropical dry broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001802	subtropical moist broadleaf forest	astronomical body part|terrestrial ecosystem
ENVO:01001803	tropical forest	astronomical body part|terrestrial ecosystem
ENVO:01001804	subtropical forest	astronomical body part|terrestrial ecosystem
ENVO:01001805	temperate forest	astronomical body part|terrestrial ecosystem
ENVO:01001806	tropical grassland	astronomical body part|terrestrial ecosystem
ENVO:01001807	flooded grassland	astronomical body part|terrestrial ecosystem
ENVO:01001808	montane grassland	astronomical body part|terrestrial ecosystem
ENVO:01001809	subtropical grassland	astronomical body part|terrestrial ecosystem
ENVO:01001810	mediterranean grassland	astronomical body part|terrestrial ecosystem
ENVO:01001811	temperate grassland	astronomical body part|terrestrial ecosystem
ENVO:01001812	subpolar grassland	astronomical body part|terrestrial ecosystem
ENVO:01001823	bubble plume	astronomical body part
ENVO:01001829	human settlement	astronomical body part
ENVO:01001851	geothermally active field	astronomical body part
ENVO:01001854	hydrothermal field	astronomical body part
ENVO:01001870	gas well	astronomical body part
ENVO:01001871	pit	astronomical body part
ENVO:01001872	manure pit	astronomical body part
ENVO:01001873	hatchery	astronomical body part
ENVO:01001874	poultry hatchery	astronomical body part
ENVO:01001884	surface landform	astronomical body part
ENVO:01001885	submerged landform	astronomical body part
ENVO:01001886	landform	astronomical body part
ENVO:01001888	calcic spring	astronomical body part
ENVO:01001889	lithia spring	astronomical body part
ENVO:01001890	chalybeate spring	astronomical body part
ENVO:01001891	alum spring	astronomical body part
ENVO:01001893	salt spring	astronomical body part
ENVO:01001894	alkaline spring	astronomical body part
ENVO:01001895	soda spring	astronomical body part
ENVO:01001896	radioactive spring	astronomical body part
ENVO:01001897	neutral spring	astronomical body part
ENVO:01001898	acidic spring	astronomical body part
ENVO:01001899	reef	astronomical body part
ENVO:01003021	area of high atmospheric pressure	astronomical body part
ENVO:02000003	pockmark field	astronomical body part
ENVO:02000049	coastal water body	astronomical body part
ENVO:02000092	iron mine	astronomical body part
ENVO:02000093	uranium mine	astronomical body part
ENVO:02000110	open-pit mine	astronomical body part
ENVO:02000132	constructed monument	astronomical body part
ENVO:02000133	nuclear reactor	astronomical body part
ENVO:02000134	thermal nuclear reactor	astronomical body part
ENVO:02000135	fast neutron reactor	astronomical body part
ENVO:02000136	research nuclear reactor	astronomical body part
ENVO:02000137	nuclear power reactor	astronomical body part
ENVO:02000141	refinery	astronomical body part
ENVO:02000142	petroleum oil refinery	astronomical body part
ENVO:02000143	sugar refinery	astronomical body part
ENVO:02000144	natural gas processing plant	astronomical body part
ENVO:02000150	uranium deposit	astronomical body part
ENVO:02000151	natural nuclear fission reactor	astronomical body part
ENVO:03000015	geographic basin	astronomical body part
ENVO:03000018	englacial stream	astronomical body part
ENVO:03000035	supraglacial lake	astronomical body part
ENVO:03000037	glacial ice ablation zone	environmental zone
ENVO:03000039	cryoconite hole	astronomical body part
ENVO:03000040	melt pond	astronomical body part
ENVO:03000041	brine channel	astronomical body part
ENVO:03000048	thaw hole	astronomical body part
ENVO:03000050	atmosphere-exposed melt pond	astronomical body part
ENVO:03000051	ice-encased melt pond	astronomical body part
ENVO:03000053	intraglacial lake	astronomical body part
ENVO:03000065	ice floe	astronomical body part
ENVO:03000066	sea ice floe	astronomical body part
ENVO:03000067	pancake ice	astronomical body part
ENVO:03000068	nilas	astronomical body part
ENVO:03000069	young ice	astronomical body part
ENVO:03000074	grease ice layer	astronomical body part
ENVO:03000077	slush ice layer	astronomical body part
ENVO:03000082	thermokarst lake	astronomical body part
ENVO:03000083	methane-releasing thermokarst lake	astronomical body part
ENVO:03000084	thermokarst depression	astronomical body part
ENVO:03000085	thermokarst	astronomical body part
ENVO:03000089	permafrost crater derived from a methane explosion	astronomical body part
ENVO:03000110	cryoform	astronomical body part
ENVO:03000117	channel	astronomical body part
ENVO:03000118	atmosphere and water column exposed melt pond	astronomical body part
ENVO:03000119	water column exposed melt pond	astronomical body part
ENVO:03000120	subglacial lake	astronomical body part
ENVO:03000132	firebreak	astronomical body part
ENVO:03000138	particle of snow	astronomical body part
ENVO:03000141	snow layer	astronomical body part
ENVO:03000143	cryosphere	astronomical body part
ENVO:03000144	planetary cryosphere	astronomical body part
ENVO:03000145	snow-covered land	astronomical body part
ENVO:03400001	area of alpine tundra	astronomical body part|environmental zone
ENVO:03400002	area of polar tundra	astronomical body part|environmental zone
ENVO:03400005	ice pellet	astronomical body part
ENVO:03400012	hail stone	astronomical body part
ENVO:03400015	sleet pellet	astronomical body part
ENVO:03500001	playground	astronomical body part
ENVO:03500002	public park	astronomical body part
ENVO:03500003	public sports field	astronomical body part
ENVO:03500004	bike path	astronomical body part
ENVO:03501102	polytunnel	astronomical body part
ENVO:03501109	subway train	astronomical body part
ENVO:03501111	public transit system	astronomical body part
ENVO:03501115	public subway train	astronomical body part
ENVO:03501116	rapid transit system	astronomical body part
ENVO:03501117	transport hub	astronomical body part
ENVO:03501118	public transport hub	astronomical body part
ENVO:03501119	agricultural experimental station	astronomical body part
ENVO:03501121	building corridor	astronomical body part
ENVO:03501122	airport	astronomical body part
ENVO:03501123	airport terminal	astronomical body part
ENVO:03501124	airport concourse	astronomical body part
ENVO:03501125	airport transit lounge	astronomical body part
ENVO:03501126	church building	astronomical body part
ENVO:03501127	conference venue	astronomical body part
ENVO:03501128	conference room	astronomical body part
ENVO:03501129	educational facility	astronomical body part
ENVO:03501130	school building	astronomical body part
ENVO:03501131	university building	astronomical body part
ENVO:03501132	fire station	astronomical body part
ENVO:03501133	homeless shelter	astronomical body part
ENVO:03501134	healthcare facility	astronomical body part
ENVO:03501135	acute care facility	astronomical body part
ENVO:03501136	clinical patient assessment facility	astronomical body part
ENVO:03501137	hospital unit facility	astronomical body part
ENVO:03501138	anaesthetics unit facility	astronomical body part
ENVO:03501139	breast screening unit facility	astronomical body part
ENVO:03501140	chaplaincy unit facility	astronomical body part
ENVO:03501141	coronary care unit facility	astronomical body part
ENVO:03501142	diagnostic imaging unit facility	astronomical body part
ENVO:03501143	discharge unit facility	astronomical body part
ENVO:03501144	emergency unit facility	astronomical body part
ENVO:03501145	emergency unit room	astronomical body part
ENVO:03501146	gastroenterology unit facility	astronomical body part
ENVO:03501147	general surgery unit facility	astronomical body part
ENVO:03501148	geriatric care unit facility	astronomical body part
ENVO:03501149	geriatric intensive care unit facility	astronomical body part
ENVO:03501150	gynaecology unit facility	astronomical body part
ENVO:03501151	haematology unit facility	astronomical body part
ENVO:03501152	intensive care unit facility	astronomical body part
ENVO:03501153	surgical intensive care unit facility	astronomical body part
ENVO:03501154	traumatic intensive care unit facility	astronomical body part
ENVO:03501155	intensive care unit room	astronomical body part
ENVO:03501156	maternity unit facility	astronomical body part
ENVO:03501158	micobiology unit facility	astronomical body part
ENVO:03501159	neonatal unit facility	astronomical body part
ENVO:03501160	neonatal intensive care unit facility	astronomical body part
ENVO:03501161	nephrology unit facility	astronomical body part
ENVO:03501162	neurology unit facility	astronomical body part
ENVO:03501163	nutrition and dietetics unit facility	astronomical body part
ENVO:03501164	occupational therapy unit facility	astronomical body part
ENVO:03501165	oncology unit facility	astronomical body part
ENVO:03501166	ophthalmology unit facility	astronomical body part
ENVO:03501167	orthopaedics unit facility	astronomical body part
ENVO:03501168	pain management unit facility	astronomical body part
ENVO:03501169	pediatric unit facility	astronomical body part
ENVO:03501170	pediatric intensive care unit facility	astronomical body part
ENVO:03501171	pharmacy unit facility	astronomical body part
ENVO:03501172	physiotherapy unit facility	astronomical body part
ENVO:03501173	post-anesthesia care unit facility	astronomical body part
ENVO:03501174	high dependency unit facility	astronomical body part
ENVO:03501175	psychiatric unit facility	astronomical body part
ENVO:03501176	psychiatric intensive care unit facility	astronomical body part
ENVO:03501177	radiotherapy unit facility	astronomical body part
ENVO:03501178	rheumatology unit facility	astronomical body part
ENVO:03501179	urology unit facility	astronomical body part
ENVO:03501180	patient room	astronomical body part
ENVO:03501181	tertiary referral hospital	astronomical body part
ENVO:03501182	clinic	astronomical body part
ENVO:03501183	medical clinic	astronomical body part
ENVO:03501184	chiropractic clinic	astronomical body part
ENVO:03501185	dental clinic	astronomical body part
ENVO:03501186	family practice clinic	astronomical body part
ENVO:03501187	massage therapy clinic	astronomical body part
ENVO:03501188	ophthalmology clinic	astronomical body part
ENVO:03501189	optometry clinic	astronomical body part
ENVO:03501190	pain clinic	astronomical body part
ENVO:03501191	physiotherapy clinic	astronomical body part
ENVO:03501192	walk-in clinic	astronomical body part
ENVO:03501193	pharmacy	astronomical body part
ENVO:03501194	long-term care facility	astronomical body part
ENVO:03501195	assisted living facility	astronomical body part
ENVO:03501196	group home facility	astronomical body part
ENVO:03501197	institutional building	astronomical body part
ENVO:03501198	wet market	astronomical body part
ENVO:03501199	dry market	astronomical body part
ENVO:03501200	police station	astronomical body part
ENVO:03501201	polling place	astronomical body part
ENVO:03501202	polling station	astronomical body part
ENVO:03501203	polling booth	astronomical body part
ENVO:03501204	prison facility	astronomical body part
ENVO:03501205	private prison	astronomical body part
ENVO:03501206	shopping center	astronomical body part
ENVO:03501207	shopping mall	astronomical body part
ENVO:03501221	bistro	astronomical body part
ENVO:03501222	brasserie	astronomical body part
ENVO:03501224	carvery	astronomical body part
ENVO:03501225	coffeehouse	astronomical body part
ENVO:03501226	greasy spoon	astronomical body part
ENVO:03501227	steakhouse	astronomical body part
ENVO:03501228	trattoria	astronomical body part
ENVO:03501230	field hospital	astronomical body part
ENVO:03501231	hospice	astronomical body part
ENVO:03501232	movie theater	astronomical body part
ENVO:03501233	warehouse	astronomical body part
ENVO:03501234	town hall	astronomical body part
ENVO:03501235	leisure centre	astronomical body part
ENVO:03501236	business park	astronomical body part|environmental zone
ENVO:03501237	game reserve	astronomical body part|environmental zone
ENVO:03501238	hillock	astronomical body part
ENVO:03501239	riverfront	astronomical body part
ENVO:03501240	skerry	astronomical body part
ENVO:03501241	wind farm	astronomical body part
ENVO:03501242	desert island	astronomical body part
ENVO:03501243	big-box store	astronomical body part
ENVO:03501244	Bailey bridge	astronomical body part
ENVO:03501245	drawbridge	astronomical body part
ENVO:03501246	footbridge	astronomical body part
ENVO:03501247	humpback bridge	astronomical body part
ENVO:03501248	overpass	astronomical body part
ENVO:03501249	suspension bridge	astronomical body part
ENVO:03501250	swing bridge	astronomical body part
ENVO:03501255	water trough	astronomical body part
ENVO:03501257	barn	astronomical body part
ENVO:03501258	chicken house	astronomical body part
ENVO:03501265	public toilet	astronomical body part
ENVO:03501270	chapter house	astronomical body part
ENVO:03501271	Kaaba	astronomical body part
ENVO:03501272	mosque	astronomical body part
ENVO:03501273	listed building	astronomical body part
ENVO:03501274	bunkhouse	astronomical body part
ENVO:03501275	corn exchange	astronomical body part
ENVO:03501276	oast house	astronomical body part
ENVO:03501277	orangery	astronomical body part
ENVO:03501278	skyscraper	astronomical body part
ENVO:03501279	tenement	astronomical body part
ENVO:03501280	mausoleum	astronomical body part
ENVO:03501281	bowling alley	astronomical body part
ENVO:03501282	hangar	astronomical body part
ENVO:03501286	calf shed	astronomical body part
ENVO:03501287	livestock house	astronomical body part
ENVO:03501288	facility	astronomical body part
ENVO:03501290	supermarket	astronomical body part
ENVO:03501294	preprocessing plant	astronomical body part
ENVO:03501295	processing plant	astronomical body part
ENVO:03501296	cheese processing plant	astronomical body part
ENVO:03501297	meat processing plant	astronomical body part
ENVO:03501299	charcuterie shop	astronomical body part
ENVO:03501301	baseboard	astronomical body part
ENVO:03501309	booth	astronomical body part
ENVO:03501334	child care facility	astronomical body part
ENVO:03501335	day care facility	astronomical body part
ENVO:03501336	place of worship	astronomical body part
ENVO:03501337	temple	astronomical body part
ENVO:03501338	human nursery	astronomical body part
ENVO:03501340	community service centre	astronomical body part
ENVO:03501341	community health centre	astronomical body part
ENVO:03501342	dormitory	astronomical body part
ENVO:03501344	insecure housing	astronomical body part
ENVO:03501345	temporary residence	astronomical body part
ENVO:03501347	hotel	astronomical body part
ENVO:03501348	veterinary facility	astronomical body part
ENVO:03501350	physician office	astronomical body part
ENVO:03501352	animal rescue shelter	astronomical body part
ENVO:03501355	public-private prison	astronomical body part
ENVO:03520003	cloud part	astronomical body part
ENVO:03520004	cloud base	astronomical body part
ENVO:03520005	cloud top	astronomical body part
ENVO:03600000	cleanroom	astronomical body part
ENVO:03600003	drinking water pipeline network	astronomical body part
ENVO:03600004	drinking water treatment plant	astronomical body part
ENVO:03600008	intensive care unit	astronomical body part
ENVO:03600012	oil pipeline network	astronomical body part
ENVO:03600014	pipeline network	astronomical body part
ENVO:03600015	polluted river	astronomical body part
ENVO:03600020	tailings dam	astronomical body part
ENVO:03600021	tailings pond	astronomical body part
ENVO:03600031	earth-filled dam	astronomical body part
ENVO:03600032	embankment dam	astronomical body part
ENVO:03600033	residential backyard	astronomical body part
ENVO:03600034	cay	astronomical body part
ENVO:03600035	cold room	astronomical body part
ENVO:03600037	eutrophic pond	astronomical body part
ENVO:03600038	experimental forest ecosystem	astronomical body part|terrestrial ecosystem
ENVO:03600039	fermentation pit	astronomical body part
ENVO:03600041	marine lake	astronomical body part
ENVO:03600043	meromictic pond	astronomical body part
ENVO:03600047	raceway pond	astronomical body part
ENVO:03600053	yard	astronomical body part
ENVO:03600062	fountain	astronomical body part
ENVO:03600063	tube well	astronomical body part
ENVO:03600066	halite	astronomical body part
ENVO:03600067	neonatal intensive care unit	astronomical body part
ENVO:03600068	ice wedge	astronomical body part
ENVO:03600071	cyanobacterial bloom	astronomical body part
ENVO:03600072	ophiolites	astronomical body part
ENVO:03600073	contaminated land	astronomical body part
ENVO:03600075	oil mill	astronomical body part
ENVO:03600076	waste stabilization pond	astronomical body part
ENVO:03600078	oil refinery	astronomical body part
ENVO:03600080	industrial park	astronomical body part
ENVO:03600083	mofetta	astronomical body part
ENVO:03600087	greenhouse	astronomical body part
ENVO:03600090	alcohol fermentation pit	astronomical body part
ENVO:03600091	clay fermentation pit	astronomical body part
ENVO:03600092	artificial pond	astronomical body part
ENVO:03600093	artificial satellite	astronomical body part
ENVO:03600094	stream pool	astronomical body part
ENVO:03600095	stream run	astronomical body part
ENVO:03600096	step pool	astronomical body part
ENVO:03605007	freshwater stream	astronomical body part
ENVO:03605009	freshwater stream ecosystem	astronomical body part
ENVO:04000009	active permafrost layer	astronomical body part
ENVO:04000010	soil surface layer	astronomical body part
ENVO:04000011	bare soil surface layer	astronomical body part
ENVO:06105011	water column	astronomical body part
ENVO:06105106	plastisphere	astronomical body part
ENVO:06105107	marine anthropogenic litter	astronomical body part
ENVO:06105110	manufactured plastisphere	astronomical body part
ENVO:06105201	water table	astronomical body part
ENVO:1000749	microcontinental island	astronomical body part
ENVO:1000750	depositional island	astronomical body part
ENVO:1000751	barrier island	astronomical body part
ENVO:2000002	industrial wastewate treatment plant	astronomical body part
ENVO:2000003	agricultural wastewater treatment plant	astronomical body part
ENVO:2000004	algal bloom	astronomical body part
ENVO:2000005	freshwater algal bloom	astronomical body part
ENVO:2000037	fossil fuel power plant	astronomical body part
ENVO:2000038	coal power plant	astronomical body part
ENVO:2000039	gas power station	astronomical body part
ENVO:2000040	lignite power plant	astronomical body part
ENVO:2000041	solar power station	astronomical body part
ENVO:2000042	ocean thermal power station	astronomical body part
ENVO:2000043	tidal power plant	astronomical body part
